"Email","quality","result","free","role","datID"
"headmaster@bishopshull.somerset.sch.uk","bad","invalid","no","yes","78342"
"headmaster@bishopslydeard.bwmat.org","bad","invalid","no","yes","78759"
"headmaster@bishopstawton-primary.org","bad","invalid","no","yes","67296"
"headmaster@bishopstrow.com","bad","invalid","no","yes","61234"
"headmaster@bishopswood-jun.hants.sch.uk","bad","invalid","no","yes","71750"
"headmaster@bishoptonredmarshallprimary.org.uk","bad","invalid","no","yes","65248"
"headmaster@bishopwalsh.net","bad","invalid","no","yes","74146"
"headmaster@bishopyoungacademy.co.uk","bad","invalid","no","yes","62717"
"headmaster@bjcfps.salford.sch.uk","bad","invalid","no","yes","68500"
"headmaster@bjgs.org","bad","invalid","no","yes","55714"
"headmaster@bjs.rbksch.org","bad","invalid","no","yes","56981"
"headmaster@bla.gdst.net","bad","invalid","no","yes","55323"
"headmaster@blackbrook.oak.education","bad","invalid","no","yes","66297"
"headmaster@blackfen.bexley.sch.uk","bad","invalid","no","yes","68020"
"headmaster@blackgates.leodis.org.uk","bad","invalid","no","yes","65821"
"headmaster@blackhall.edin.sch.uk","bad","invalid","no","yes","81682"
"headmaster@blackheathprep.co.uk","bad","invalid","no","yes","54975"
"headmaster@blackhorsehill-infant.wirral.sch.uk","bad","invalid","no","yes","60107"
"headmaster@blackhorsehill-junior.wirral.sch.uk","bad","invalid","no","yes","60110"
"headmaster@blackpool.ac.uk","bad","invalid","no","yes","58243"
"headmaster@blackpoolsixth.ac.uk","bad","invalid","no","yes","58247"
"headmaster@blackwateracademy.co.uk","bad","invalid","no","yes","79277"
"headmaster@blake.oxon.sch.uk","bad","invalid","no","yes","77248"
"headmaster@blandfordstmary.dsat.org.uk","bad","invalid","no","yes","76600"
"headmaster@blaydonwest.gateshead.sch.uk","bad","invalid","no","yes","62283"
"headmaster@bledlowridge.bucks.sch.uk","bad","invalid","no","yes","64250"
"headmaster@blenheim.info","bad","invalid","no","yes","62939"
"headmaster@blessedsacrament.islington.sch.uk","bad","invalid","no","yes","55119"
"headmaster@blewbury.oxon.sch.uk","risky","catch_all","no","yes","70021"
"headmaster@blossomfield.solihull.sch.uk","bad","invalid","no","yes","59669"
"headmaster@blossomhouseschool.co.uk","bad","invalid","no","yes","57067"
"headmaster@bloxhamschool.com","good","ok","no","yes","78133"
"headmaster@blue-coat.org","bad","invalid","no","yes","65350"
"headmaster@bluecoat.uk.com","bad","invalid","no","yes","63005"
"headmaster@bluecoataspley.co.uk","bad","invalid","no","yes","67890"
"headmaster@bluecoatbeechdale.co.uk","bad","invalid","no","yes","74010"
"headmaster@bluecoatfederation.co.uk","bad","invalid","no","yes","59760"
"headmaster@bluecoatwollaton.co.uk","bad","invalid","no","yes","63006"
"headmaster@bmatburntmill.org.uk","bad","invalid","no","yes","67810"
"headmaster@bmatcooksspinney.org.uk","bad","invalid","no","yes","73713"
"headmaster@bmatesj.org.uk","bad","invalid","no","yes","62921"
"headmaster@bmatlittleparndon.org.uk","bad","invalid","no","yes","73708"
"headmaster@bmatroydon.org.uk","bad","invalid","no","yes","71207"
"headmaster@bmatstem.org.uk","bad","invalid","no","yes","65671"
"headmaster@bmgs.bolton.sch.uk","bad","invalid","no","yes","78697"
"headmaster@bmilner.dudley.sch.uk","bad","invalid","no","yes","73806"
"headmaster@bmj.wwpat.org","bad","invalid","no","yes","79534"
"headmaster@bmprep.co.uk","bad","invalid","no","yes","62544"
"headmaster@bnoisschool.co.uk","bad","invalid","no","yes","55032"
"headmaster@bnos.co.uk","bad","invalid","no","yes","60584"
"headmaster@bnosbeisyaakov.co.uk","bad","invalid","no","yes","62590"
"headmaster@boa-digital.co.uk","bad","invalid","no","yes","75153"
"headmaster@bobovschool.co.uk","bad","invalid","no","yes","62471"
"headmaster@bohunthorsham.com","bad","invalid","no","yes","69657"
"headmaster@bohuntworthing.com","bad","invalid","no","yes","74055"
"headmaster@boldon-nur.s-tyneside.sch.uk","bad","invalid","no","yes","63631"
"headmaster@boldonschool.org.uk","bad","invalid","no","yes","63655"
"headmaster@boltonschool.org","bad","invalid","no","yes","60244"
"headmaster@bonaly.edin.sch.uk","bad","invalid","no","yes","81782"
"headmaster@bond.merton.sch.uk","bad","invalid","no","yes","57018"
"headmaster@bonsall.derbyshire.sch.uk","bad","invalid","no","yes","67207"
"headmaster@boorleyparkprimary.org","bad","invalid","no","yes","67552"
"headmaster@boreham.essex.sch.uk","bad","invalid","no","yes","69237"
"headmaster@boroughmuir.edin.sch.uk","bad","invalid","no","yes","81746"
"headmaster@bosmere.suffolk.sch.uk","bad","invalid","no","yes","70242"
"headmaster@boston.ac.uk","bad","invalid","no","yes","58253"
"headmaster@bostongrammarschool.co.uk","bad","invalid","no","yes","71032"
"headmaster@boswells-school.com","bad","invalid","no","yes","67943"
"headmaster@botley.oxon.sch.uk","bad","invalid","no","yes","70103"
"headmaster@bottesford.leics.sch.uk","bad","invalid","no","yes","70804"
"headmaster@boundary.blackpool.sch.uk","bad","invalid","no","yes","58964"
"headmaster@bournside.gloucs.sch.uk","bad","invalid","no","yes","64992"
"headmaster@bournville.fmat.co.uk","bad","invalid","no","yes","76824"
"headmaster@bousfield.rbkc.sch.uk","bad","invalid","no","yes","55136"
"headmaster@bovingdonacademy.org.uk","bad","invalid","no","yes","65103"
"headmaster@bovington-aspirations.org","bad","invalid","no","yes","69718"
"headmaster@bowdonprep.org.uk","bad","invalid","no","yes","61583"
"headmaster@bowerpark.co.uk","bad","invalid","no","yes","71128"
"headmaster@bowesprimaryelt.org","bad","invalid","no","yes","79423"
"headmaster@boxgrove.greenwich.sch.uk","bad","invalid","no","yes","54946"
"headmaster@bp.starmat.uk","bad","invalid","no","yes","69927"
"headmaster@bpa.clf.uk","bad","invalid","no","yes","68591"
"headmaster@bps.sandwell.sch.uk","bad","invalid","no","yes","59654"
"headmaster@brackenwood-infant.wirral.sch.uk","bad","invalid","no","yes","60103"
"headmaster@brackenwood-junior.wirral.sch.uk","bad","invalid","no","yes","70520"
"headmaster@bradingcepri.iow.sch.uk","bad","invalid","no","yes","72886"
"headmaster@bradleysboth.n-yorks.sch.uk","bad","invalid","no","yes","75575"
"headmaster@bradwell-jun.derbyshire.sch.uk","bad","invalid","no","yes","66976"
"headmaster@brady.havering.sch.uk","bad","invalid","no","yes","56861"
"headmaster@braidburn.edin.sch.uk","bad","invalid","no","yes","81734"
"headmaster@brambleacademy.org","bad","invalid","no","yes","76890"
"headmaster@bramfieldhouse.co.uk","bad","invalid","no","yes","79702"
"headmaster@bramleygrangeprimary.co.uk","bad","invalid","no","yes","76952"
"headmaster@bramleyoak.lseat.org.uk","bad","invalid","no","yes","70251"
"headmaster@brampton.newham.sch.uk","bad","invalid","no","yes","57081"
"headmaster@bramptoncollege.com","bad","invalid","no","yes","55716"
"headmaster@bramptonmanor.org","bad","invalid","no","yes","64962"
"headmaster@branstonca.lincs.sch.uk","bad","invalid","no","yes","64695"
"headmaster@brant-broughton.lincs.sch.uk","bad","invalid","no","yes","76120"
"headmaster@braunstonefrith.org.uk","bad","invalid","no","yes","69833"
"headmaster@breakspear.hillingdon.sch.uk","bad","invalid","no","yes","56884"
"headmaster@breakthroughschool.co.uk","bad","invalid","no","yes","73725"
"headmaster@brgs.org.uk","bad","invalid","no","yes","70748"
"headmaster@bridekirkdovenby.cumbria.sch.uk","bad","invalid","no","yes","66833"
"headmaster@bridge.leicester.sch.uk","bad","invalid","no","yes","75875"
"headmaster@bridgecollege.ac.uk","bad","invalid","no","yes","60748"
"headmaster@bridgehouseschool.co.uk","bad","invalid","no","yes","71090"
"headmaster@bridgelearningcampus.com","bad","invalid","no","yes","70924"
"headmaster@bridges.newcastle.sch.uk","bad","invalid","no","yes","63189"
"headmaster@brigantiatrust.net","bad","invalid","no","yes","74219"
"headmaster@brigg.derbyshire.sch.uk","bad","invalid","no","yes","67051"
"headmaster@brighton-montessori.org.uk","bad","invalid","no","yes","58994"
"headmaster@brightwalton.w-berks.sch.uk","bad","invalid","no","yes","64155"
"headmaster@brightwell.oxon.sch.uk","bad","invalid","no","yes","59525"
"headmaster@brigshaw.com","bad","invalid","no","yes","79454"
"headmaster@brigshawtrust.com","bad","invalid","no","yes","63514"
"headmaster@brimsdown.enfield.sch.uk","bad","invalid","no","yes","79424"
"headmaster@briscoe.manchester.sch.uk","bad","invalid","no","yes","68589"
"headmaster@bristolfuturesacademy.co.uk","bad","invalid","no","yes","78881"
"headmaster@bristol-schools.uk","bad","invalid","no","yes","58828"
"headmaster@brit.croydon.sch.uk","bad","invalid","no","yes","56606"
"headmaster@britannia.suffolk.sch.uk","bad","invalid","no","yes","66009"
"headmaster@britanniaeducationtrust.com","bad","invalid","no","yes","57820"
"headmaster@britannia-village.newham.sch.uk","bad","invalid","no","yes","59489"
"headmaster@brixington.devon.sch.uk","bad","invalid","no","yes","77414"
"headmaster@bro.gdst.net","bad","invalid","no","yes","55806"
"headmaster@broadfields.net","bad","invalid","no","yes","73894"
"headmaster@broadlandsacademy.org","bad","invalid","no","yes","70874"
"headmaster@broadmayne.dorset.sch.uk","bad","invalid","no","yes","68719"
"headmaster@broadoak.trafford.sch.uk","bad","invalid","no","yes","68159"
"headmaster@broadoakacademy.clf.uk","bad","invalid","no","yes","69785"
"headmaster@broadstonefirst.poole.sch.uk","bad","invalid","no","yes","76768"
"headmaster@broadstonemiddle.poole.sch.uk","bad","invalid","no","yes","76710"
"headmaster@broadway-academy.co.uk","bad","invalid","no","yes","71560"
"headmaster@brockington.embracemat.org","bad","invalid","no","yes","68481"
"headmaster@brockshill.org.uk","bad","invalid","no","yes","71484"
"headmaster@brockwell-jun.derbyshire.sch.uk","bad","invalid","no","yes","67098"
"headmaster@brockwood.org.uk","bad","invalid","no","yes","72105"
"headmaster@brockworthprimaryacademy.org","bad","invalid","no","yes","70606"
"headmaster@bromley.drbignitemat.org","bad","invalid","no","yes","77356"
"headmaster@bromleybeacon.lseat.org.uk","bad","invalid","no","yes","77366"
"headmaster@bromptonacademy.org.uk","bad","invalid","no","yes","62514"
"headmaster@bronteacademytrust.org.uk","bad","invalid","no","yes","69631"
"headmaster@brook.dudley.sch.uk","bad","invalid","no","yes","57556"
"headmaster@brookehillacademytrust.education","bad","invalid","no","yes","65543"
"headmaster@brookehouse.com","bad","invalid","no","yes","75978"
"headmaster@brookfield.hants.sch.uk","bad","invalid","no","yes","72024"
"headmaster@brookfield.hereford.sch.uk","bad","invalid","no","yes","76951"
"headmaster@brookfields.createpartnership.org.uk","bad","invalid","no","yes","66102"
"headmaster@brookfields.w-berks.sch.uk","bad","invalid","no","yes","64241"
"headmaster@brookhurst.wirral.sch.uk","bad","invalid","no","yes","60101"
"headmaster@brookland.kent.sch.uk","bad","invalid","no","yes","73073"
"headmaster@brooklands.derbyshire.sch.uk","bad","invalid","no","yes","69622"
"headmaster@brooklandsfarm.milton-keynes.sch.uk","bad","invalid","no","yes","61148"
"headmaster@brookside.oxon.sch.uk","bad","invalid","no","yes","78020"
"headmaster@brook-tmet.uk","bad","invalid","no","yes","74752"
"headmaster@broomhall.sheffield.sch.uk","bad","invalid","no","yes","61762"
"headmaster@broomhaugh.northumberland.sch.uk","bad","invalid","no","yes","77801"
"headmaster@broomhouse.edin.sch.uk","bad","invalid","no","yes","81683"
"headmaster@broomley.northumberland.sch.uk","bad","invalid","no","yes","67410"
"headmaster@broughamstreet.n-yorks.sch.uk","bad","invalid","no","yes","76346"
"headmaster@broughton.edin.sch.uk","bad","invalid","no","yes","81748"
"headmaster@broughtoninfant.bucks.sch.uk","bad","invalid","no","yes","64294"
"headmaster@broughton-pri.edin.sch.uk","bad","invalid","no","yes","81684"
"headmaster@brownhillsoa.co.uk","bad","invalid","no","yes","70121"
"headmaster@brownhills-w.walsall.sch.uk","bad","invalid","no","yes","75043"
"headmaster@brownmead.academy","bad","invalid","no","yes","76826"
"headmaster@brumby.outwood.com","bad","invalid","no","yes","71102"
"headmaster@brumbyjunior.outwood.com","bad","invalid","no","yes","65964"
"headmaster@brunstane.edin.sch.uk","bad","invalid","no","yes","81685"
"headmaster@bruntsfield.edin.sch.uk","bad","invalid","no","yes","81686"
"headmaster@brymoreacademy.co.uk","bad","invalid","no","yes","71418"
"headmaster@bryonyschool.org.uk","bad","invalid","no","yes","73207"
"headmaster@bsg.bournemouth.sch.uk","bad","invalid","no","yes","65225"
"headmaster@bsi.school","bad","invalid","no","yes","61752"
"headmaster@bsix.ac.uk","bad","invalid","no","yes","59073"
"headmaster@bsm.bwmat.org","bad","invalid","no","yes","63324"
"headmaster@bsp.learnat.uk","bad","invalid","no","yes","63304"
"headmaster@bssschool.co.uk","bad","invalid","no","yes","58371"
"headmaster@btc.ac.uk","bad","invalid","no","yes","58266"
"headmaster@btconnect.com","bad","invalid","no","yes","55380"
"headmaster@btinternet.com","bad","invalid","yes","yes","59016"
"headmaster@buckinghamschool.org","bad","invalid","no","yes","64412"
"headmaster@bucklebury.w-berks.sch.uk","bad","invalid","no","yes","64118"
"headmaster@buckminster.leics.sch.uk","bad","invalid","no","yes","75840"
"headmaster@buckstone.edin.sch.uk","bad","invalid","no","yes","81783"
"headmaster@buckswood.co.uk","bad","invalid","no","yes","69145"
"headmaster@budmouth-aspirations.org","bad","invalid","no","yes","69864"
"headmaster@bulwellacademy.org.uk","bad","invalid","no","yes","65688"
"headmaster@burbage.excalibur.org.uk","bad","invalid","no","yes","71191"
"headmaster@burbageinfants.org","bad","invalid","no","yes","75921"
"headmaster@bures.suffolk.sch.uk","bad","invalid","no","yes","79651"
"headmaster@burgh-by-sands.cumbria.sch.uk","bad","invalid","no","yes","66725"
"headmaster@burghschool.org.uk","bad","invalid","no","yes","76099"
"headmaster@burham.kent.sch.uk","bad","invalid","no","yes","73046"
"headmaster@burley.hants.sch.uk","bad","invalid","no","yes","71635"
"headmaster@burlingtondanes.org","bad","invalid","no","yes","58644"
"headmaster@burlingtoni.org.uk","bad","invalid","no","yes","56982"
"headmaster@burman.solihull.sch.uk","bad","invalid","no","yes","59670"
"headmaster@burnleyhigh.com","bad","invalid","no","yes","74584"
"headmaster@burntoak.medway.sch.uk","bad","invalid","no","yes","58565"
"headmaster@burtonfieldsschools.com","bad","invalid","no","yes","69747"
"headmaster@bury.gov.uk","bad","invalid","no","yes","60250"
"headmaster@burychurch.bury.sch.uk","bad","invalid","no","yes","75017"
"headmaster@bushfield.co.uk","bad","invalid","no","yes","62453"
"headmaster@buttercupprimary.co.uk","bad","invalid","no","yes","68518"
"headmaster@buxton-jun.derbyshire.sch.uk","bad","invalid","no","yes","66983"
"headmaster@buzzlearning.co.uk","bad","invalid","no","yes","63034"
"headmaster@bvcs.org.uk","bad","invalid","no","yes","61741"
"headmaster@bvmschool.co.uk","bad","invalid","no","yes","72680"
"headmaster@bwh.staffs.sch.uk","bad","invalid","no","yes","77535"
"headmaster@bwsboys.org","bad","invalid","no","yes","65628"
"headmaster@bydales.outwood.com","bad","invalid","no","yes","76891"
"headmaster@byhs.org","bad","invalid","no","yes","70628"
"headmaster@byronprimary.com","bad","invalid","no","yes","58092"
"headmaster@bysing-wood.kent.sch.uk","bad","invalid","no","yes","70095"
"headmaster@caddingtonschool.net","bad","invalid","no","yes","63977"
"headmaster@cairneducation.co.uk","bad","invalid","no","yes","74956"
"headmaster@caistorprimary.co.uk","bad","invalid","no","yes","76119"
"headmaster@caldecott.oxon.sch.uk","bad","invalid","no","yes","78056"
"headmaster@calderlodge.school","bad","invalid","no","yes","69948"
"headmaster@callertonacademy.org.uk","bad","invalid","no","yes","74777"
"headmaster@callis-grange.kent.sch.uk","bad","invalid","no","yes","72978"
"headmaster@callywith.ac.uk","bad","invalid","no","yes","62666"
"headmaster@calow.derbyshire.sch.uk","bad","invalid","no","yes","67196"
"headmaster@cambois.northumberland.sch.uk","bad","invalid","no","yes","77741"
"headmaster@cambridge.rblc.org.uk","bad","invalid","no","yes","58497"
"headmaster@cambridge-steiner-school.co.uk","bad","invalid","no","yes","58729"
"headmaster@cameleyprimary.org.uk","bad","invalid","no","yes","67507"
"headmaster@camestoneschool.co.uk","bad","invalid","no","yes","63888"
"headmaster@campden.school","bad","invalid","no","yes","65190"
"headmaster@canalview.edin.sch.uk","bad","invalid","no","yes","81679"
"headmaster@canarywharfcollege.co.uk","bad","invalid","no","yes","65244"
"headmaster@canonpeterhall.laat.co.uk","bad","invalid","no","yes","74554"
"headmaster@canterburynurseryschool.co.uk","bad","invalid","no","yes","58908"
"headmaster@capability-scotland.org.uk","bad","invalid","no","yes","82202"
"headmaster@caps.cheshire.sch.uk","bad","invalid","no","yes","57989"
"headmaster@cardinalheenan.com","bad","invalid","no","yes","62211"
"headmaster@cardinalpole.co.uk","bad","invalid","no","yes","55029"
"headmaster@carefocus.co.uk","bad","invalid","no","yes","58284"
"headmaster@caretodayparallelparents.net","bad","invalid","no","yes","78591"
"headmaster@carewacademy.org","bad","invalid","no","yes","71471"
"headmaster@carletonhigh.patrust.org.uk","bad","invalid","no","yes","71291"
