Email,result,datID,EmailDomain,NamingFormat
head@badsleyprimary.org,invalid,61739,badsleyprimary.org,1
head@bagintonfields.coventry.sch.uk,invalid,57552,bagintonfields.coventry.sch.uk,1
head@baguleyhall.manchester.sch.uk,ok,60333,baguleyhall.manchester.sch.uk,1
head@bahracademy.co.uk,invalid,64602,bahracademy.co.uk,1
head@baileygreenprimary.org.uk,catch_all,62379,baileygreenprimary.org.uk,1
head@baines.lancs.sch.uk,ok,75799,baines.lancs.sch.uk,1
head@balderstone.lancs.sch.uk,ok,73517,balderstone.lancs.sch.uk,1
head@balernochs.edin.sch.uk,invalid,81785,balernochs.edin.sch.uk,1
head@balgowan.bromley.sch.uk,catch_all,65420,balgowan.bromley.sch.uk,1
head@balgreen.edin.sch.uk,invalid,81681,balgreen.edin.sch.uk,1
head@balksbury-jun.hants.sch.uk,invalid,71619,balksbury-jun.hants.sch.uk,1
head@balliolschool.co.uk,invalid,63890,balliolschool.co.uk,1
head@balmorallearningtrust.co.uk,invalid,68328,balmorallearningtrust.co.uk,1
head@balsall-common.solihull.sch.uk,invalid,68494,balsall-common.solihull.sch.uk,1
head@bamfordacademy.co.uk,invalid,67644,bamfordacademy.co.uk,1
head@bancrofts.org,invalid,57160,bancrofts.org,1
head@bankslane-inf.stockport.sch.uk,invalid,61392,bankslane-inf.stockport.sch.uk,1
head@banksroad.liverpool.sch.uk,invalid,59863,banksroad.liverpool.sch.uk,1
head@bannermanroadbristol.org,invalid,70925,bannermanroadbristol.org,1
head@barclay.futureacademies.org,ok,59571,barclay.futureacademies.org,1
head@barclayprimary.net,invalid,70621,barclayprimary.net,1
head@bardney.lincs.sch.uk,invalid,76118,bardney.lincs.sch.uk,1
head@barford.norfolk.sch.uk,ok,76171,barford.norfolk.sch.uk,1
head@barfordprimary.co.uk,invalid,57318,barfordprimary.co.uk,1
head@barhillprimary.org,ok,63577,barhillprimary.org,1
head@barkstonsyston.lincs.sch.uk,invalid,76146,barkstonsyston.lincs.sch.uk,1
head@barleybarkway.herts.sch.uk,ok,72559,barleybarkway.herts.sch.uk,1
head@barleycroft.leicester.sch.uk,invalid,75897,barleycroft.leicester.sch.uk,1
head@barlowhaddleseyfederation.co.uk,invalid,76502,barlowhaddleseyfederation.co.uk,1
head@barlowhallprimary.co.uk,ok,58151,barlowhallprimary.co.uk,1
head@barnack.peterborough.sch.uk,ok,64570,barnack.peterborough.sch.uk,1
head@barnburghprimary.com,ok,61711,barnburghprimary.com,1
head@barncroftprimary.hants.sch.uk,invalid,62497,barncroftprimary.hants.sch.uk,1
head@barnesfarm-jun.essex.sch.uk,ok,65727,barnesfarm-jun.essex.sch.uk,1
head@barnfield.barnetmail.net,ok,55635,barnfield.barnetmail.net,1
head@barnsbury.surrey.sch.uk,ok,74162,barnsbury.surrey.sch.uk,1
head@barnsgreen.org.uk,ok,56082,barnsgreen.org.uk,1
head@barnsley-academy.org,invalid,58642,barnsley-academy.org,1
head@barnston.wirral.sch.uk,invalid,60109,barnston.wirral.sch.uk,1
head@barrbeaconschool.co.uk,invalid,65129,barrbeaconschool.co.uk,1
head@barrow.suffolk.sch.uk,ok,79649,barrow.suffolk.sch.uk,1
head@barrowby.lincs.sch.uk,invalid,76063,barrowby.lincs.sch.uk,1
head@barrowcliff.n-yorks.sch.uk,invalid,76366,barrowcliff.n-yorks.sch.uk,1
head@barrowhedges.com,invalid,65706,barrowhedges.com,1
head@barrowhills.org,invalid,55888,barrowhills.org,1
head@barton.ac.uk,invalid,58223,barton.ac.uk,1
head@barton.dalesmat.org,invalid,59169,barton.dalesmat.org,1
head@bartonfarm.uwinat.co.uk,catch_all,70156,bartonfarm.uwinat.co.uk,1
head@bartonpri.iow.sch.uk,invalid,72871,bartonpri.iow.sch.uk,1
head@basildonacademies.org.uk,invalid,62417,basildonacademies.org.uk,1
head@bassetths.org.uk,catch_all,55164,bassetths.org.uk,1
head@bassetts-farm.devon.sch.uk,invalid,67288,bassetts-farm.devon.sch.uk,1
head@baston.lincs.sch.uk,invalid,76064,baston.lincs.sch.uk,1
head@bathampton.bwmat.org,ok,63320,bathampton.bwmat.org,1
head@bathcollege.ac.uk,invalid,56585,bathcollege.ac.uk,1
head@bathnes.gov.uk,invalid,60978,bathnes.gov.uk,1
head@batleygirls.co.uk,ok,67599,batleygirls.co.uk,1
head@battlingbrook.uk,invalid,71483,battlingbrook.uk,1
head@bawdeswellprimary.org.uk,ok,58006,bawdeswellprimary.org.uk,1
head@bawdsey.suffolk.sch.uk,ok,79664,bawdsey.suffolk.sch.uk,1
head@bawtrymayflower.doncaster.sch.uk,catch_all,61721,bawtrymayflower.doncaster.sch.uk,1
head@baxtercollege.co.uk,ok,59353,baxtercollege.co.uk,1
head@bay.staracademies.org,ok,59591,bay.staracademies.org,1
head@bayliscourt.slough.sch.uk,ok,65458,bayliscourt.slough.sch.uk,1
head@baynards.essex.sch.uk,ok,69194,baynards.essex.sch.uk,1
head@bayside-academy.co.uk,catch_all,63312,bayside-academy.co.uk,1
head@baytulilm.org.uk,invalid,74757,baytulilm.org.uk,1
head@bbs.calderdale.sch.uk,invalid,75525,bbs.calderdale.sch.uk,1
head@bchs.co.uk,invalid,67477,bchs.co.uk,1
head@bcot.ac.uk,invalid,58214,bcot.ac.uk,1
head@bcps.org.uk,ok,64624,bcps.org.uk,1
head@bcschool.co.uk,invalid,68791,bcschool.co.uk,1
head@bdcs.org.uk,invalid,55609,bdcs.org.uk,1
head@bea-cit.co.uk,invalid,78953,bea-cit.co.uk,1
head@beacon-ce-primary.devon.sch.uk,invalid,68652,beacon-ce-primary.devon.sch.uk,1
head@beaconhill.northumberland.sch.uk,invalid,77750,beaconhill.northumberland.sch.uk,1
head@beaconschools.org.uk,ok,70085,beaconschools.org.uk,1
head@beaconsfield.school,invalid,71180,beaconsfield.school,1
head@beaconsfieldhigh.bucks.sch.uk,invalid,74478,beaconsfieldhigh.bucks.sch.uk,1
head@beaconside.worcs.sch.uk,ok,72192,beaconside.worcs.sch.uk,1
head@beaconviewprimary.co.uk,ok,70937,beaconviewprimary.co.uk,1
head@beaford-primary.devon.sch.uk,ok,75193,beaford-primary.devon.sch.uk,1
head@bealhighschool.co.uk,invalid,74187,bealhighschool.co.uk,1
head@bealings.suffolk.sch.uk,unknown,79622,bealings.suffolk.sch.uk,1
head@beanfieldprimary.org,ok,70604,beanfieldprimary.org,1
head@bearbrook.bucks.sch.uk,invalid,69696,bearbrook.bucks.sch.uk,1
head@beardallfields.org.uk,ok,77886,beardallfields.org.uk,1
head@bearstedprimaryacademy.org.uk,invalid,70185,bearstedprimaryacademy.org.uk,1
head@beauchamp.org.uk,invalid,71394,beauchamp.org.uk,1
head@beauchampcity.org.uk,invalid,70157,beauchampcity.org.uk,1
head@beauclerc.surrey.sch.uk,ok,79779,beauclerc.surrey.sch.uk,1
head@beaucroft.dorset.sch.uk,invalid,68806,beaucroft.dorset.sch.uk,1
head@beaufort.hants.sch.uk,invalid,72037,beaufort.hants.sch.uk,1
head@beaufront.northumberland.sch.uk,invalid,77764,beaufront.northumberland.sch.uk,1
head@beaumontprimary.org.uk,invalid,79055,beaumontprimary.org.uk,1
head@beaumontschool.suffolk.sch.uk,catch_all,59072,beaumontschool.suffolk.sch.uk,1
head@beavers.hounslow.sch.uk,ok,56961,beavers.hounslow.sch.uk,1
head@beck.uk.com,invalid,59937,beck.uk.com,1
head@beckfoot.org,invalid,73675,beckfoot.org,1
head@beckfootallerton.org,invalid,79324,beckfootallerton.org,1
head@beckfootnessfield.org,invalid,65978,beckfootnessfield.org,1
head@beckfootphoenix.org,invalid,62787,beckfootphoenix.org,1
head@beckfootpriestthorpe.org,invalid,62786,beckfootpriestthorpe.org,1
head@beckfootupperheaton.org,invalid,77401,beckfootupperheaton.org,1
head@beckmeadtrust.org,invalid,63383,beckmeadtrust.org,1
head@beckprimary.co.uk,invalid,78856,beckprimary.co.uk,1
head@beddingtoninfants.org.uk,catch_all,57228,beddingtoninfants.org.uk,1
head@beddingtonparkacademy.org,ok,70572,beddingtonparkacademy.org,1
head@bedeacademy.org.uk,catch_all,61293,bedeacademy.org.uk,1
head@bedeburnprimary.co.uk,invalid,63644,bedeburnprimary.co.uk,1
head@bedenham.hants.sch.uk,invalid,58408,bedenham.hants.sch.uk,1
head@bedes.org,invalid,69144,bedes.org,1
head@bedfield.suffolk.sch.uk,ok,74921,bedfield.suffolk.sch.uk,1
head@bedfont.hounslow.sch.uk,ok,61380,bedfont.hounslow.sch.uk,1
head@bedforddrive.wirral.sch.uk,invalid,60081,bedforddrive.wirral.sch.uk,1
head@bedfordfreeschool.co.uk,invalid,68241,bedfordfreeschool.co.uk,1
head@bedfordgreenacre.co.uk,invalid,63990,bedfordgreenacre.co.uk,1
head@bedfordps.co.uk,invalid,77610,bedfordps.co.uk,1
head@bedfordroad.school,invalid,63887,bedfordroad.school,1
head@bedmondacademy.org.uk,ok,62848,bedmondacademy.org.uk,1
head@bedonwell-jun.bexley.sch.uk,invalid,57936,bedonwell-jun.bexley.sch.uk,1
head@beechcliffeschool.org,invalid,61121,beechcliffeschool.org,1
head@beechesinf.bham.sch.uk,ok,57320,beechesinf.bham.sch.uk,1
head@beechesuk.co.uk,invalid,70900,beechesuk.co.uk,1
head@beechfield-education.com,invalid,70379,beechfield-education.com,1
head@beechgrove.somerset.sch.uk,invalid,78348,beechgrove.somerset.sch.uk,1
head@beechhill.newcastle.sch.uk,invalid,59486,beechhill.newcastle.sch.uk,1
head@beechhyde.herts.sch.uk,ok,63303,beechhyde.herts.sch.uk,1
head@beechview.org.uk,ok,78915,beechview.org.uk,1
head@beechwoodpark.com,ok,72656,beechwoodpark.com,1
head@beechwoodprimary.org.uk,ok,60901,beechwoodprimary.org.uk,1
head@beechwoodprimaryschool.co.uk,invalid,62121,beechwoodprimaryschool.co.uk,1
head@beecroftacademy.co.uk,catch_all,73927,beecroftacademy.co.uk,1
head@beestonfields.notts.sch.uk,ok,77436,beestonfields.notts.sch.uk,1
head@beighton.sheffield.sch.uk,invalid,61784,beighton.sheffield.sch.uk,1
head@beisaharonschool.co.uk,invalid,58433,beisaharonschool.co.uk,1
head@beischinuch.org,invalid,62470,beischinuch.org,1
head@beishatalmud.co.uk,invalid,61086,beishatalmud.co.uk,1
head@beismalka.com,invalid,55035,beismalka.com,1
head@beisrochel.co.uk,invalid,69726,beisrochel.co.uk,1
head@beisruchel.co.uk,invalid,56466,beisruchel.co.uk,1
head@beistranaschool.co.uk,invalid,58502,beistranaschool.co.uk,1
head@beisyaakov.barnet.sch.uk,ok,58998,beisyaakov.barnet.sch.uk,1
head@belfairs.southend.sch.uk,invalid,68195,belfairs.southend.sch.uk,1
head@belgrave.cheshire.sch.uk,ok,74672,belgrave.cheshire.sch.uk,1
head@bellenden.southwark.sch.uk,invalid,55335,bellenden.southwark.sch.uk,1
head@bellevale.liverpool.sch.uk,invalid,59865,bellevale.liverpool.sch.uk,1
head@belle-vue.dudley.sch.uk,catch_all,57586,belle-vue.dudley.sch.uk,1
head@bellevue.kent.sch.uk,unknown,70326,bellevue.kent.sch.uk,1
head@bell-farm.surrey.sch.uk,ok,79763,bell-farm.surrey.sch.uk,1
head@bellinghampartnership.uk,invalid,77817,bellinghampartnership.uk,1
head@belllane.barnetmail.net,invalid,55636,belllane.barnetmail.net,1
head@belllane.outwood.com,invalid,65680,belllane.outwood.com,1
head@bellsfrm.bham.sch.uk,invalid,57400,bellsfrm.bham.sch.uk,1
head@belmont.harrow.sch.uk,invalid,56815,belmont.harrow.sch.uk,1
head@belmontcastleacademy.org,catch_all,70972,belmontcastleacademy.org,1
head@belmontgrosvenor.co.uk,catch_all,76581,belmontgrosvenor.co.uk,1
head@belmont-inf.haringey.sch.uk,ok,56756,belmont-inf.haringey.sch.uk,1
head@belmontjnr.haringey.sch.uk,invalid,56755,belmontjnr.haringey.sch.uk,1
head@belmontprimary.co.uk,ok,66639,belmontprimary.co.uk,1
head@belmont-school.co.uk,catch_all,58370,belmont-school.co.uk,1
head@belonglearning.co.uk,invalid,66268,belonglearning.co.uk,1
head@belsay-school.uk,invalid,63556,belsay-school.uk,1
head@beltonprimary.org,invalid,75917,beltonprimary.org,1
head@belvedereacademy.net,invalid,61088,belvedereacademy.net,1
head@belvedere-inf.bexley.sch.uk,ok,69770,belvedere-inf.bexley.sch.uk,1
head@belvoiracademy.co.uk,invalid,70734,belvoiracademy.co.uk,1
head@belzlondon.com,invalid,55034,belzlondon.com,1
head@bemerton-st-john.wilts.sch.uk,ok,67371,bemerton-st-john.wilts.sch.uk,1
head@bemix.org,invalid,62703,bemix.org,1
head@benchill.manchester.sch.uk,ok,58853,benchill.manchester.sch.uk,1
head@benedictacademy.org,ok,70262,benedictacademy.org,1
head@benedicthouseprepschool.co.uk,ok,55735,benedicthouseprepschool.co.uk,1
head@benenden.school,invalid,73179,benenden.school,1
head@benfield.brighton-hove.sch.uk,ok,68993,benfield.brighton-hove.sch.uk,1
head@benhallschool.co.uk,ok,79665,benhallschool.co.uk,1
head@benjaminbritten.school,invalid,79042,benjaminbritten.school,1
head@benjaminhargreaves.lancs.sch.uk,ok,73538,benjaminhargreaves.lancs.sch.uk,1
head@benson.bham.sch.uk,catch_all,57396,benson.bham.sch.uk,1
head@benson.oxon.sch.uk,invalid,69913,benson.oxon.sch.uk,1
head@benthal.hackney.sch.uk,catch_all,55013,benthal.hackney.sch.uk,1
head@bentley.hants.sch.uk,invalid,71904,bentley.hants.sch.uk,1
head@bentley.suffolk.sch.uk,ok,79677,bentley.suffolk.sch.uk,1
head@bentleywood.harrow.sch.uk,invalid,65387,bentleywood.harrow.sch.uk,1
head@bentondeneschool.co.uk,invalid,63627,bentondeneschool.co.uk,1
head@bentonpark.net,invalid,62208,bentonpark.net,1
head@benwick.cambs.sch.uk,ok,64486,benwick.cambs.sch.uk,1
head@beormund.southwark.sch.uk,invalid,55398,beormund.southwark.sch.uk,1
head@bepgroup.net,invalid,63040,bepgroup.net,1
head@berealston.devon.sch.uk,invalid,70019,berealston.devon.sch.uk,1
head@bereregis.dorset.sch.uk,invalid,63502,bereregis.dorset.sch.uk,1
head@berkhampsteadschool.co.uk,ok,71600,berkhampsteadschool.co.uk,1
head@berkhamsted.com,invalid,72642,berkhamsted.com,1
head@berkswell.solihull.sch.uk,invalid,59696,berkswell.solihull.sch.uk,1
head@bernardsheath.herts.sch.uk,unknown,72371,bernardsheath.herts.sch.uk,1
head@berrywoodprimary.co.uk,invalid,71881,berrywoodprimary.co.uk,1
head@berstedgreen.school,ok,56102,berstedgreen.school,1
head@berwick.northumberland.sch.uk,invalid,77819,berwick.northumberland.sch.uk,1
head@bessemergrange.southwark.sch.uk,invalid,58320,bessemergrange.southwark.sch.uk,1
head@bestacademies.org.uk,invalid,64980,bestacademies.org.uk,1
head@bethersden.kent.sch.uk,invalid,72963,bethersden.kent.sch.uk,1
head@bettwslifehouse.org.uk,invalid,75271,bettwslifehouse.org.uk,1
head@bevendean.brighton-hove.sch.uk,ok,69030,bevendean.brighton-hove.sch.uk,1
head@beverleygrammar.co.uk,ok,65224,beverleygrammar.co.uk,1
head@beverleyschool.org.uk,invalid,66648,beverleyschool.org.uk,1
head@bewbush-tkat.org,ok,68100,bewbush-tkat.org,1
head@bewickbridge.com,ok,64527,bewickbridge.com,1
head@bewleyprimary.org.uk,invalid,69856,bewleyprimary.org.uk,1
head@bexhillacademy.org,ok,70794,bexhillacademy.org,1
head@bexleyheathacademy.org,invalid,65354,bexleyheathacademy.org,1
head@beyondautism.org.uk,catch_all,60749,beyondautism.org.uk,1
head@bfcct.co.uk,invalid,74837,bfcct.co.uk,1
head@bgens.bham.sch.uk,catch_all,57289,bgens.bham.sch.uk,1
head@bggs.com,invalid,73865,bggs.com,1
head@bgp.hslt.academy,invalid,79604,bgp.hslt.academy,1
head@bhps-staff.co.uk,unknown,79700,bhps-staff.co.uk,1
head@bhs.hslt.academy,invalid,62824,bhs.hslt.academy,1
head@bickerstaffe.lancs.sch.uk,ok,73486,bickerstaffe.lancs.sch.uk,1
head@bickleighdown.devon.sch.uk,invalid,68669,bickleighdown.devon.sch.uk,1
head@bicollege.org,invalid,57599,bicollege.org,1
head@bicton.shropshire.sch.uk,ok,78225,bicton.shropshire.sch.uk,1
head@bidbury-inf.hants.sch.uk,invalid,71811,bidbury-inf.hants.sch.uk,1
head@bidbury-jun.hants.sch.uk,invalid,71785,bidbury-jun.hants.sch.uk,1
head@biddickhallschool.co.uk,invalid,63638,biddickhallschool.co.uk,1
head@bidstonvillage.wirral.sch.uk,invalid,58480,bidstonvillage.wirral.sch.uk,1
head@biertoncombined.bucks.sch.uk,ok,64367,biertoncombined.bucks.sch.uk,1
head@bigcreative.education,invalid,74585,bigcreative.education,1
head@biggar.s-lanark.sch.uk,catch_all,83211,biggar.s-lanark.sch.uk,1
head@bigginhillps.com,invalid,65445,bigginhillps.com,1
head@biggleswadeacademy.org,invalid,68007,biggleswadeacademy.org,1
head@bignold.norfolk.sch.uk,ok,59587,bignold.norfolk.sch.uk,1
head@bigs.bham.sch.uk,invalid,57482,bigs.bham.sch.uk,1
head@bildeston.suffolk.sch.uk,ok,78598,bildeston.suffolk.sch.uk,1
head@billesleyschool.co.uk,invalid,70788,billesleyschool.co.uk,1
head@biltonjuniorschool.co.uk,ok,56031,biltonjuniorschool.co.uk,1
head@biltt.org,invalid,67643,biltt.org,1
head@birchencoppiceacademy.org.uk,ok,59595,birchencoppiceacademy.org.uk,1
head@birchesgreen.co.uk,invalid,75035,birchesgreen.co.uk,1
head@birchfieldprimaryschool.co.uk,invalid,78356,birchfieldprimaryschool.co.uk,1
head@birchfields.manchester.sch.uk,ok,56498,birchfields.manchester.sch.uk,1
head@birchfld.bham.sch.uk,invalid,65797,birchfld.bham.sch.uk,1
head@birchwood.suffolk.sch.uk,invalid,79643,birchwood.suffolk.sch.uk,1
head@birchwoodnursery.herts.sch.uk,ok,72319,birchwoodnursery.herts.sch.uk,1
head@birdlip.gloucs.sch.uk,ok,69444,birdlip.gloucs.sch.uk,1
head@birkdaleschool.org.uk,invalid,61821,birkdaleschool.org.uk,1
head@birkenheadparkschool.com,catch_all,64735,birkenheadparkschool.com,1
head@birkenheadschool.co.uk,invalid,60154,birkenheadschool.co.uk,1
head@birkhs.gdst.net,invalid,62404,birkhs.gdst.net,1
head@birklandsschool.co.uk,invalid,74262,birklandsschool.co.uk,1
head@bisham.org,invalid,59250,bisham.org,1
head@bishop.towerhamlets.sch.uk,ok,55462,bishop.towerhamlets.sch.uk,1
head@bishopchalloner.bham.sch.uk,catch_all,57464,bishopchalloner.bham.sch.uk,1
head@bishopharveygoodwin.cumbria.sch.uk,ok,59110,bishopharveygoodwin.cumbria.sch.uk,1
head@bishophooper.shropshire.sch.uk,ok,61358,bishophooper.shropshire.sch.uk,1
head@bishoprawle.staffs.sch.uk,invalid,62924,bishoprawle.staffs.sch.uk,1
head@bishopscastle-pri.shropshire.sch.uk,ok,63457,bishopscastle-pri.shropshire.sch.uk,1
head@bishopscaundle.dorset.sch.uk,ok,68742,bishopscaundle.dorset.sch.uk,1
head@bishopschool.co.uk,ok,67322,bishopschool.co.uk,1
head@bishopsgarth.outwood.com,invalid,79373,bishopsgarth.outwood.com,1
head@bishopsgatesch.uk,ok,55858,bishopsgatesch.uk,1
head@bishopshalt.hillingdon.sch.uk,invalid,67762,bishopshalt.hillingdon.sch.uk,1
head@bishopshull.somerset.sch.uk,invalid,78342,bishopshull.somerset.sch.uk,1
head@bishopslydeard.bwmat.org,invalid,78759,bishopslydeard.bwmat.org,1
head@bishopsstortfordcollege.org,unknown,72643,bishopsstortfordcollege.org,1
head@bishopstawton-primary.org,invalid,67296,bishopstawton-primary.org,1
head@bishopstrow.com,invalid,61234,bishopstrow.com,1
head@bishopswood-jun.hants.sch.uk,invalid,71750,bishopswood-jun.hants.sch.uk,1
head@bishopswoodschool.co.uk,ok,75371,bishopswoodschool.co.uk,1
head@bishoptonredmarshallprimary.org.uk,invalid,65248,bishoptonredmarshallprimary.org.uk,1
head@bishopwalsh.net,invalid,74146,bishopwalsh.net,1
head@bishopwilson.cheshire.sch.uk,ok,66500,bishopwilson.cheshire.sch.uk,1
head@bishopyoungacademy.co.uk,invalid,62717,bishopyoungacademy.co.uk,1
head@bisley.surrey.sch.uk,ok,79800,bisley.surrey.sch.uk,1
head@bisleybluecoat.gloucs.sch.uk,ok,69504,bisleybluecoat.gloucs.sch.uk,1
head@bitterley.shropshire.sch.uk,ok,77491,bitterley.shropshire.sch.uk,1
head@bitternemanor.net,ok,71813,bitternemanor.net,1
head@bitterneparkschool.org.uk,ok,72047,bitterneparkschool.org.uk,1
head@bjcfps.salford.sch.uk,invalid,68500,bjcfps.salford.sch.uk,1
head@bjgs.org,invalid,55714,bjgs.org,1
head@bjs.bexley.sch.uk,ok,70980,bjs.bexley.sch.uk,1
head@bjs.rbksch.org,invalid,56981,bjs.rbksch.org,1
head@bjsglt.co.uk,ok,67372,bjsglt.co.uk,1
head@bla.gdst.net,invalid,55323,bla.gdst.net,1
head@blackbrook.oak.education,invalid,66297,blackbrook.oak.education,1
head@blackburnprimary.org,catch_all,61740,blackburnprimary.org,1
head@blackfen.bexley.sch.uk,invalid,68020,blackfen.bexley.sch.uk,1
head@blackfriars.shaw-education.org.uk,catch_all,76912,blackfriars.shaw-education.org.uk,1
head@blackgates.leodis.org.uk,invalid,65821,blackgates.leodis.org.uk,1
head@blackhall.edin.sch.uk,invalid,81682,blackhall.edin.sch.uk,1
head@blackheathprep.co.uk,invalid,54975,blackheathprep.co.uk,1
head@blackhorsehill-infant.wirral.sch.uk,invalid,60107,blackhorsehill-infant.wirral.sch.uk,1
head@blackhorsehill-junior.wirral.sch.uk,invalid,60110,blackhorsehill-junior.wirral.sch.uk,1
head@blackminster.worcs.sch.uk,ok,72284,blackminster.worcs.sch.uk,1
head@blackpool.ac.uk,invalid,58243,blackpool.ac.uk,1
head@blackpoolsixth.ac.uk,invalid,58247,blackpoolsixth.ac.uk,1
head@blackrod.bolton.sch.uk,ok,60197,blackrod.bolton.sch.uk,1
head@blackshaw.bolton.sch.uk,ok,60190,blackshaw.bolton.sch.uk,1
head@blackthornsprimaryacademy.org.uk,ok,77290,blackthornsprimaryacademy.org.uk,1
head@blackwateracademy.co.uk,invalid,79277,blackwateracademy.co.uk,1
head@blagravenursery.reading.sch.uk,ok,64003,blagravenursery.reading.sch.uk,1
head@blake.oxon.sch.uk,invalid,77248,blake.oxon.sch.uk,1
head@blakeney.norfolk.sch.uk,ok,76291,blakeney.norfolk.sch.uk,1
head@blanchenevile.org.uk,ok,56805,blanchenevile.org.uk,1
head@blandfordstmary.dsat.org.uk,invalid,76600,blandfordstmary.dsat.org.uk,1
head@blaydonwest.gateshead.sch.uk,invalid,62283,blaydonwest.gateshead.sch.uk,1
head@bleasdaleschool.lancs.sch.uk,ok,75820,bleasdaleschool.lancs.sch.uk,1
head@bledlowridge.bucks.sch.uk,invalid,64250,bledlowridge.bucks.sch.uk,1
head@blenheim.info,invalid,62939,blenheim.info,1
head@blennerhasset.cumbria.sch.uk,ok,66724,blennerhasset.cumbria.sch.uk,1
head@blesseddominic.barnetmail.net,ok,55692,blesseddominic.barnetmail.net,1
head@blessedec.co.uk,catch_all,78286,blessedec.co.uk,1
head@blessedsacrament.islington.sch.uk,invalid,55119,blessedsacrament.islington.sch.uk,1
head@blewbury.oxon.sch.uk,invalid,70021,blewbury.oxon.sch.uk,1
head@blidworthoaks.notts.sch.uk,ok,75008,blidworthoaks.notts.sch.uk,1
head@blossomfield.solihull.sch.uk,invalid,59669,blossomfield.solihull.sch.uk,1
head@blossomhouseschool.co.uk,invalid,57067,blossomhouseschool.co.uk,1
head@bloxham-pri.oxon.sch.uk,ok,78060,bloxham-pri.oxon.sch.uk,1
head@bloxhamschool.com,invalid,78133,bloxhamschool.com,1
head@bluebell.norfolk.sch.uk,ok,70248,bluebell.norfolk.sch.uk,1
head@blue-coat.org,invalid,65350,blue-coat.org,1
head@bluecoat.uk.com,invalid,63005,bluecoat.uk.com,1
